"","ID","Question","Response","PostValue"
"2907","4780","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2908","4781","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2909","4782","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2910","4783","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2911","4784","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2912","4785","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2913","4786","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2914","4787","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2915","4789","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2916","4795","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2917","4799","Q15","Because what determines if an object will sink or float is the weight of the object",0
"2918","4801","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2919","4802","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2920","4803","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2921","4806","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2922","4807","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2923","4813","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2924","4814","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2925","4815","Q15","Because what determines if an object will sink or float is the volume (how big it is)",0
"2926","4816","Q15","Because what determines if an object will sink or float is the volume (how big it is)",0
"2927","4817","Q15","Because what determines if an object will sink or float is the weight of the object",0
"2928","4819","Q15","Because what determines if an object will sink or float is the volume (how big it is)",0
"2929","4821","Q15","Because what determines if an object will sink or float is the volume (how big it is)",0
"2930","4822","Q15","Because what determines if an object will sink or float is the weight of the object",0
"2931","4824","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2932","4826","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2933","4828","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2934","4829","Q15","Because what determines if an object will sink or float is the weight of the object",0
"2935","4830","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2936","4831","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2937","4832","Q15","Because what determines if an object will sink or float is the weight of the object",0
"2938","4833","Q15","Because what determines if an object will sink or float is the weight of the object",0
"2939","4836","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2940","4838","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2941","4841","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2942","4845","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2943","4846","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2944","4848","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2945","4855","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2946","4860","Q15","Because what determines if an object will sink or float is the weight of the object",0
"2947","4861","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2948","4862","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2949","4863","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2950","4868","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2951","4869","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2952","4870","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2953","4874","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2954","4879","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2955","4880","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2956","4884","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2957","4885","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2958","4886","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2959","4887","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2960","4896","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2961","4897","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2962","4898","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2963","4899","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2964","4900","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2965","4901","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2966","4902","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2967","4904","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2968","4906","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2969","4907","Q15","Because what determines if an object will sink or float is the volume (how big it is)",0
"2970","4908","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2971","4909","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2972","4911","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2973","4912","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2974","4913","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2975","4919","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2976","4921","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2977","4922","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2978","4927","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2979","8291","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2980","?","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2981","4272A","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2982","4279F","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2983","4281F","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2984","4293F","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2985","4294F","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2986","4310R","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2987","4368F","Q15","Agree",1
"2988","4381R","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2989","4408F","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2990","4538F","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2991","459l","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2992","4739B","Q15","Because what determines if an object will sink or float is the weight of the object",0
"2993","4756B","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2994","4760F","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2995","4765F","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2996","effe","Q15","Because what determines if an object will sink or float is the weight of the object",0
"2997","2919","Q16","Half the density of 1 kg of wood",0
"2998","4022","Q16","Twice the density of 1 kg of wood",0
"2999","4219","Q16","Twice the density of 1 kg of wood",0
"3000","4224","Q16","Half the density of 1 kg of wood",0
"3001","4229","Q16","Twice the density of 1 kg of wood",0
"3002","4230","Q16","The same density as 1 kg of wood",1
"3003","4232","Q16","The same density as 1 kg of wood",1
"3004","4235","Q16","Twice the density of 1 kg of wood",0
"3005","4236","Q16","Half the density of 1 kg of wood",0
"3006","4240","Q16","Twice the density of 1 kg of wood",0
"3007","4241","Q16","The same density as 1 kg of wood",1
"3008","4242","Q16","Twice the density of 1 kg of wood",0
"3009","4243","Q16","The same density as 1 kg of wood",1
"3010","4244","Q16","Twice the density of 1 kg of wood",0
"3011","4245","Q16","Half the density of 1 kg of wood",0
"3012","4246","Q16","The same density as 1 kg of wood",1
"3013","4247","Q16","The same density as 1 kg of wood",1
"3014","4248","Q16","The same density as 1 kg of wood",1
"3015","4249","Q16","The same density as 1 kg of wood",1
"3016","4250","Q16","The same density as 1 kg of wood",1
"3017","4251","Q16","Twice the density of 1 kg of wood",0
"3018","4254","Q16","The same density as 1 kg of wood",1
"3019","4257","Q16","The same density as 1 kg of wood",1
"3020","4258","Q16","Twice the density of 1 kg of wood",0
"3021","4259","Q16","The same density as 1 kg of wood",1
"3022","4260","Q16","Twice the density of 1 kg of wood",0
"3023","4261","Q16","The same density as 1 kg of wood",1
"3024","4262","Q16","Half the density of 1 kg of wood",0
"3025","4264","Q16","The same density as 1 kg of wood",1
"3026","4267","Q16","The same density as 1 kg of wood",1
"3027","4268","Q16","The same density as 1 kg of wood",1
"3028","4269","Q16","The same density as 1 kg of wood",1
"3029","4271","Q16","The same density as 1 kg of wood",1
"3030","4272","Q16","The same density as 1 kg of wood",1
"3031","4273","Q16","The same density as 1 kg of wood",1
"3032","4274","Q16","The same density as 1 kg of wood",1
"3033","4275","Q16","The same density as 1 kg of wood",1
"3034","4276","Q16","The same density as 1 kg of wood",1
"3035","4277","Q16","The same density as 1 kg of wood",1
"3036","4278","Q16","The same density as 1 kg of wood",1
"3037","4279","Q16","The same density as 1 kg of wood",1
"3038","4281","Q16","The same density as 1 kg of wood",1
"3039","4282","Q16","Half the density of 1 kg of wood",0
"3040","4283","Q16","Twice the density of 1 kg of wood",0
"3041","4284","Q16","Half the density of 1 kg of wood",0
"3042","4285","Q16","The same density as 1 kg of wood",1
"3043","4286","Q16","The same density as 1 kg of wood",1
"3044","4287","Q16","Twice the density of 1 kg of wood",0
"3045","4288","Q16","The same density as 1 kg of wood",1
"3046","4289","Q16","Twice the density of 1 kg of wood",0
"3047","4290","Q16","The same density as 1 kg of wood",1
"3048","4291","Q16","The same density as 1 kg of wood",1
"3049","4293","Q16","Twice the density of 1 kg of wood",0
"3050","4294","Q16","The same density as 1 kg of wood",1
"3051","4295","Q16","The same density as 1 kg of wood",1
"3052","4297","Q16","Twice the density of 1 kg of wood",0
"3053","4299","Q16","Twice the density of 1 kg of wood",0
"3054","4300","Q16","Twice the density of 1 kg of wood",0
"3055","4301","Q16","Half the density of 1 kg of wood",0
"3056","4302","Q16","The same density as 1 kg of wood",1
"3057","4304","Q16","Twice the density of 1 kg of wood",0
"3058","4305","Q16","Twice the density of 1 kg of wood",0
"3059","4306","Q16","Twice the density of 1 kg of wood",0
"3060","4309","Q16","The same density as 1 kg of wood",1
"3061","4310","Q16","Twice the density of 1 kg of wood",0
"3062","4313","Q16","The same density as 1 kg of wood",1
"3063","4314","Q16","The same density as 1 kg of wood",1
"3064","4315","Q16","The same density as 1 kg of wood",1
"3065","4316","Q16","The same density as 1 kg of wood",1
"3066","4318","Q16","Half the density of 1 kg of wood",0
"3067","4319","Q16","Twice the density of 1 kg of wood",0
"3068","4321","Q16","Half the density of 1 kg of wood",0
"3069","4322","Q16","The same density as 1 kg of wood",1
"3070","4323","Q16","The same density as 1 kg of wood",1
"3071","4324","Q16","The same density as 1 kg of wood",1
"3072","4326","Q16","The same density as 1 kg of wood",1
"3073","4327","Q16","The same density as 1 kg of wood",1
"3074","4328","Q16","The same density as 1 kg of wood",1
"3075","4333","Q16","The same density as 1 kg of wood",1
"3076","4334","Q16","The same density as 1 kg of wood",1
"3077","4335","Q16","Twice the density of 1 kg of wood",0
"3078","4339","Q16","Twice the density of 1 kg of wood",0
"3079","4341","Q16","The same density as 1 kg of wood",1
"3080","4342","Q16","The same density as 1 kg of wood",1
"3081","4343","Q16","Half the density of 1 kg of wood",0
"3082","4344","Q16","The same density as 1 kg of wood",1
"3083","4347","Q16","The same density as 1 kg of wood",1
"3084","4348","Q16","Twice the density of 1 kg of wood",0
"3085","4350","Q16","The same density as 1 kg of wood",1
"3086","4353","Q16","Twice the density of 1 kg of wood",0
"3087","4355","Q16","The same density as 1 kg of wood",1
"3088","4356","Q16","Twice the density of 1 kg of wood",0
"3089","4357","Q16","Twice the density of 1 kg of wood",0
"3090","4359","Q16","The same density as 1 kg of wood",1
"3091","4360","Q16","Twice the density of 1 kg of wood",0
"3092","4362","Q16","Twice the density of 1 kg of wood",0
"3093","4363","Q16","The same density as 1 kg of wood",1
"3094","4364","Q16","The same density as 1 kg of wood",1
"3095","4367","Q16","The same density as 1 kg of wood",1
"3096","4368","Q16","Twice the density of 1 kg of wood",0
"3097","4371","Q16","Twice the density of 1 kg of wood",0
"3098","4372","Q16","The same density as 1 kg of wood",1
"3099","4373","Q16","The same density as 1 kg of wood",1
"3100","4374","Q16","The same density as 1 kg of wood",1
"3101","4376","Q16","Twice the density of 1 kg of wood",0
"3102","4377","Q16","Half the density of 1 kg of wood",0
"3103","4378","Q16","Twice the density of 1 kg of wood",0
"3104","4379","Q16","Twice the density of 1 kg of wood",0
"3105","4380","Q16","Twice the density of 1 kg of wood",0
"3106","4382","Q16","Twice the density of 1 kg of wood",0
"3107","4383","Q16","Twice the density of 1 kg of wood",0
"3108","4384","Q16","The same density as 1 kg of wood",1
"3109","4390","Q16","The same density as 1 kg of wood",1
"3110","4391","Q16","The same density as 1 kg of wood",1
"3111","4394","Q16","The same density as 1 kg of wood",1
"3112","4396","Q16","Twice the density of 1 kg of wood",0
"3113","4397","Q16","The same density as 1 kg of wood",1
"3114","4400","Q16","Twice the density of 1 kg of wood",0
"3115","4404","Q16","The same density as 1 kg of wood",1
"3116","4406","Q16","Half the density of 1 kg of wood",0
"3117","4407","Q16","The same density as 1 kg of wood",1
"3118","4408","Q16","The same density as 1 kg of wood",1
"3119","4410","Q16","The same density as 1 kg of wood",1
"3120","4411","Q16","The same density as 1 kg of wood",1
"3121","4413","Q16","The same density as 1 kg of wood",1
"3122","4415","Q16","Twice the density of 1 kg of wood",0
"3123","4417","Q16","Twice the density of 1 kg of wood",0
"3124","4418","Q16","The same density as 1 kg of wood",1
"3125","4419","Q16","Twice the density of 1 kg of wood",0
"3126","4421","Q16","Twice the density of 1 kg of wood",0
"3127","4422","Q16","Twice the density of 1 kg of wood",0
"3128","4423","Q16","The same density as 1 kg of wood",1
"3129","4426","Q16","The same density as 1 kg of wood",1
"3130","4428","Q16","The same density as 1 kg of wood",1
"3131","4429","Q16","The same density as 1 kg of wood",1
"3132","4430","Q16","The same density as 1 kg of wood",1
"3133","4431","Q16","The same density as 1 kg of wood",1
"3134","4432","Q16","The same density as 1 kg of wood",1
"3135","4433","Q16","The same density as 1 kg of wood",1
"3136","4435","Q16","The same density as 1 kg of wood",1
"3137","4436","Q16","Twice the density of 1 kg of wood",0
"3138","4437","Q16","The same density as 1 kg of wood",1
"3139","4440","Q16","Twice the density of 1 kg of wood",0
"3140","4447","Q16","Twice the density of 1 kg of wood",0
"3141","4448","Q16","The same density as 1 kg of wood",1
"3142","4449","Q16","The same density as 1 kg of wood",1
"3143","4450","Q16","The same density as 1 kg of wood",1
"3144","4451","Q16","The same density as 1 kg of wood",1
"3145","4452","Q16","The same density as 1 kg of wood",1
"3146","4453","Q16","Twice the density of 1 kg of wood",0
"3147","4454","Q16","The same density as 1 kg of wood",1
"3148","4455","Q16","The same density as 1 kg of wood",1
"3149","4456","Q16","The same density as 1 kg of wood",1
"3150","4457","Q16","Twice the density of 1 kg of wood",0
"3151","4458","Q16","The same density as 1 kg of wood",1
"3152","4459","Q16","The same density as 1 kg of wood",1
"3153","4460","Q16","The same density as 1 kg of wood",1
"3154","4461","Q16","The same density as 1 kg of wood",1
"3155","4465","Q16","The same density as 1 kg of wood",1
"3156","4466","Q16","The same density as 1 kg of wood",1
"3157","4467","Q16","Twice the density of 1 kg of wood",0
"3158","4475","Q16","Twice the density of 1 kg of wood",0
"3159","4476","Q16","The same density as 1 kg of wood",1
"3160","4478","Q16","Half the density of 1 kg of wood",0
"3161","4479","Q16","Twice the density of 1 kg of wood",0
"3162","4482","Q16","Half the density of 1 kg of wood",0
"3163","4485","Q16","The same density as 1 kg of wood",1
"3164","4488","Q16","Twice the density of 1 kg of wood",0
"3165","4491","Q16","Half the density of 1 kg of wood",0
"3166","4492","Q16","Twice the density of 1 kg of wood",0
"3167","4495","Q16","Twice the density of 1 kg of wood",0
"3168","4498","Q16","The same density as 1 kg of wood",1
"3169","4499","Q16","The same density as 1 kg of wood",1
"3170","4500","Q16","The same density as 1 kg of wood",1
"3171","4501","Q16","Twice the density of 1 kg of wood",0
"3172","4502","Q16","Half the density of 1 kg of wood",0
"3173","4503","Q16","Twice the density of 1 kg of wood",0
"3174","4504","Q16","The same density as 1 kg of wood",1
"3175","4505","Q16","Twice the density of 1 kg of wood",0
"3176","4507","Q16","The same density as 1 kg of wood",1
"3177","4509","Q16","Twice the density of 1 kg of wood",0
"3178","4514","Q16","Twice the density of 1 kg of wood",0
"3179","4515","Q16","Twice the density of 1 kg of wood",0
"3180","4517","Q16","The same density as 1 kg of wood",1
"3181","4518","Q16","Half the density of 1 kg of wood",0
"3182","4519","Q16","The same density as 1 kg of wood",1
"3183","4524","Q16","Half the density of 1 kg of wood",0
"3184","4528","Q16","Twice the density of 1 kg of wood",0
"3185","4531","Q16","Half the density of 1 kg of wood",0
"3186","4533","Q16","The same density as 1 kg of wood",1
"3187","4535","Q16","The same density as 1 kg of wood",1
"3188","4536","Q16","The same density as 1 kg of wood",1
"3189","4537","Q16","Twice the density of 1 kg of wood",0
"3190","4538","Q16","The same density as 1 kg of wood",1
"3191","4540","Q16","The same density as 1 kg of wood",1
"3192","4543","Q16","Twice the density of 1 kg of wood",0
"3193","4545","Q16","Twice the density of 1 kg of wood",0
"3194","4546","Q16","Twice the density of 1 kg of wood",0
"3195","4549","Q16","Twice the density of 1 kg of wood",0
"3196","4550","Q16","Twice the density of 1 kg of wood",0
"3197","4551","Q16","Twice the density of 1 kg of wood",0
"3198","4558","Q16","Twice the density of 1 kg of wood",0
"3199","4559","Q16","The same density as 1 kg of wood",1
"3200","4562","Q16","Half the density of 1 kg of wood",0
"3201","4564","Q16","The same density as 1 kg of wood",1
"3202","4566","Q16","The same density as 1 kg of wood",1
"3203","4568","Q16","Half the density of 1 kg of wood",0
"3204","4571","Q16","Twice the density of 1 kg of wood",0
"3205","4574","Q16","Twice the density of 1 kg of wood",0
"3206","4578","Q16","Half the density of 1 kg of wood",0
"3207","4584","Q16","The same density as 1 kg of wood",1
"3208","4585","Q16","Twice the density of 1 kg of wood",0
"3209","4586","Q16","Twice the density of 1 kg of wood",0
"3210","4589","Q16","The same density as 1 kg of wood",1
"3211","4592","Q16","The same density as 1 kg of wood",1
"3212","4598","Q16","The same density as 1 kg of wood",1
"3213","4599","Q16","Twice the density of 1 kg of wood",0
"3214","4602","Q16","Twice the density of 1 kg of wood",0
"3215","4606","Q16","Twice the density of 1 kg of wood",0
"3216","4607","Q16","The same density as 1 kg of wood",1
"3217","4608","Q16","Twice the density of 1 kg of wood",0
"3218","4609","Q16","Twice the density of 1 kg of wood",0
"3219","4610","Q16","Half the density of 1 kg of wood",0
"3220","4615","Q16","The same density as 1 kg of wood",1
"3221","4616","Q16","Twice the density of 1 kg of wood",0
"3222","4617","Q16","Twice the density of 1 kg of wood",0
"3223","4619","Q16","Twice the density of 1 kg of wood",0
"3224","4621","Q16","Twice the density of 1 kg of wood",0
"3225","4626","Q16","The same density as 1 kg of wood",1
"3226","4627","Q16","The same density as 1 kg of wood",1
"3227","4656","Q16","Twice the density of 1 kg of wood",0
"3228","4668","Q16","The same density as 1 kg of wood",1
"3229","4686","Q16","Twice the density of 1 kg of wood",0
"3230","4693","Q16","Twice the density of 1 kg of wood",0
"3231","4697","Q16","The same density as 1 kg of wood",1
"3232","4702","Q16","Twice the density of 1 kg of wood",0
"3233","4704","Q16","The same density as 1 kg of wood",1
"3234","4708","Q16","The same density as 1 kg of wood",1
"3235","4710","Q16","Twice the density of 1 kg of wood",0
"3236","4712","Q16","Twice the density of 1 kg of wood",0
"3237","4716","Q16","Twice the density of 1 kg of wood",0
"3238","4717","Q16","The same density as 1 kg of wood",1
"3239","4720","Q16","The same density as 1 kg of wood",1
"3240","4722","Q16","Twice the density of 1 kg of wood",0
"3241","4723","Q16","The same density as 1 kg of wood",1
"3242","4725","Q16","The same density as 1 kg of wood",1
"3243","4727","Q16","The same density as 1 kg of wood",1
"3244","4730","Q16","Twice the density of 1 kg of wood",0
"3245","4734","Q16","Half the density of 1 kg of wood",0
"3246","4737","Q16","Twice the density of 1 kg of wood",0
"3247","4739","Q16","The same density as 1 kg of wood",1
"3248","4740","Q16","The same density as 1 kg of wood",1
"3249","4743","Q16","Half the density of 1 kg of wood",0
"3250","4746","Q16","Twice the density of 1 kg of wood",0
"3251","4748","Q16","Half the density of 1 kg of wood",0
"3252","4753","Q16","The same density as 1 kg of wood",1
"3253","4754","Q16","Twice the density of 1 kg of wood",0
"3254","4755","Q16","Half the density of 1 kg of wood",0
"3255","4756","Q16","Twice the density of 1 kg of wood",0
"3256","4757","Q16","Twice the density of 1 kg of wood",0
"3257","4758","Q16","The same density as 1 kg of wood",1
"3258","4760","Q16","The same density as 1 kg of wood",1
"3259","4761","Q16","The same density as 1 kg of wood",1
"3260","4762","Q16","The same density as 1 kg of wood",1
"3261","4763","Q16","Twice the density of 1 kg of wood",0
"3262","4764","Q16","Twice the density of 1 kg of wood",0
"3263","4765","Q16","The same density as 1 kg of wood",1
"3264","4767","Q16","The same density as 1 kg of wood",1
"3265","4768","Q16","The same density as 1 kg of wood",1
"3266","4770","Q16","The same density as 1 kg of wood",1
"3267","4771","Q16","Twice the density of 1 kg of wood",0
"3268","4773","Q16","Twice the density of 1 kg of wood",0
"3269","4775","Q16","Half the density of 1 kg of wood",0
"3270","4777","Q16","The same density as 1 kg of wood",1
"3271","4778","Q16","Twice the density of 1 kg of wood",0
"3272","4779","Q16","The same density as 1 kg of wood",1
"3273","4780","Q16","The same density as 1 kg of wood",1
"3274","4781","Q16","The same density as 1 kg of wood",1
"3275","4782","Q16","The same density as 1 kg of wood",1
"3276","4783","Q16","Half the density of 1 kg of wood",0
"3277","4784","Q16","The same density as 1 kg of wood",1
"3278","4785","Q16","The same density as 1 kg of wood",1
"3279","4786","Q16","The same density as 1 kg of wood",1
"3280","4787","Q16","The same density as 1 kg of wood",1
"3281","4789","Q16","The same density as 1 kg of wood",1
"3282","4795","Q16","The same density as 1 kg of wood",1
"3283","4799","Q16","Twice the density of 1 kg of wood",0
"3284","4801","Q16","Twice the density of 1 kg of wood",0
"3285","4802","Q16","The same density as 1 kg of wood",1
"3286","4803","Q16","The same density as 1 kg of wood",1
"3287","4805","Q16","Twice the density of 1 kg of wood",0
"3288","4806","Q16","The same density as 1 kg of wood",1
"3289","4807","Q16","Half the density of 1 kg of wood",0
"3290","4813","Q16","The same density as 1 kg of wood",1
"3291","4814","Q16","The same density as 1 kg of wood",1
"3292","4815","Q16","Twice the density of 1 kg of wood",0
"3293","4816","Q16","Twice the density of 1 kg of wood",0
"3294","4817","Q16","The same density as 1 kg of wood",1
"3295","4819","Q16","Half the density of 1 kg of wood",0
"3296","4821","Q16","Twice the density of 1 kg of wood",0
"3297","4822","Q16","Twice the density of 1 kg of wood",0
"3298","4824","Q16","The same density as 1 kg of wood",1
"3299","4825","Q16","Twice the density of 1 kg of wood",0
"3300","4826","Q16","The same density as 1 kg of wood",1
"3301","4828","Q16","The same density as 1 kg of wood",1
"3302","4829","Q16","Half the density of 1 kg of wood",0
"3303","4830","Q16","The same density as 1 kg of wood",1
"3304","4831","Q16","Half the density of 1 kg of wood",0
"3305","4832","Q16","Half the density of 1 kg of wood",0
"3306","4833","Q16","Half the density of 1 kg of wood",0
"3307","4836","Q16","The same density as 1 kg of wood",1
"3308","4838","Q16","Half the density of 1 kg of wood",0
"3309","4839","Q16","Twice the density of 1 kg of wood",0
"3310","4841","Q16","Twice the density of 1 kg of wood",0
"3311","4845","Q16","Half the density of 1 kg of wood",0
"3312","4846","Q16","The same density as 1 kg of wood",1
"3313","4848","Q16","The same density as 1 kg of wood",1
"3314","4850","Q16","Half the density of 1 kg of wood",0
"3315","4855","Q16","The same density as 1 kg of wood",1
"3316","4860","Q16","Twice the density of 1 kg of wood",0
"3317","4861","Q16","The same density as 1 kg of wood",1
"3318","4862","Q16","The same density as 1 kg of wood",1
"3319","4863","Q16","The same density as 1 kg of wood",1
"3320","4868","Q16","Twice the density of 1 kg of wood",0
"3321","4869","Q16","The same density as 1 kg of wood",1
"3322","4870","Q16","The same density as 1 kg of wood",1
"3323","4871","Q16","The same density as 1 kg of wood",1
"3324","4874","Q16","Twice the density of 1 kg of wood",0
"3325","4878","Q16","The same density as 1 kg of wood",1
"3326","4879","Q16","The same density as 1 kg of wood",1
"3327","4880","Q16","The same density as 1 kg of wood",1
"3328","4884","Q16","The same density as 1 kg of wood",1
"3329","4885","Q16","The same density as 1 kg of wood",1
"3330","4886","Q16","The same density as 1 kg of wood",1
"3331","4887","Q16","The same density as 1 kg of wood",1
"3332","4888","Q16","The same density as 1 kg of wood",1
"3333","4896","Q16","The same density as 1 kg of wood",1
"3334","4897","Q16","The same density as 1 kg of wood",1
"3335","4898","Q16","The same density as 1 kg of wood",1
"3336","4899","Q16","The same density as 1 kg of wood",1
"3337","4900","Q16","The same density as 1 kg of wood",1
"3338","4901","Q16","The same density as 1 kg of wood",1
"3339","4902","Q16","The same density as 1 kg of wood",1
"3340","4903","Q16","The same density as 1 kg of wood",1
"3341","4904","Q16","The same density as 1 kg of wood",1
"3342","4906","Q16","The same density as 1 kg of wood",1
"3343","4907","Q16","Half the density of 1 kg of wood",0
"3344","4908","Q16","The same density as 1 kg of wood",1
"3345","4909","Q16","The same density as 1 kg of wood",1
"3346","4910","Q16","The same density as 1 kg of wood",1
"3347","4911","Q16","The same density as 1 kg of wood",1
"3348","4912","Q16","The same density as 1 kg of wood",1
"3349","4913","Q16","The same density as 1 kg of wood",1
"3350","4914","Q16","The same density as 1 kg of wood",1
"3351","4917","Q16","The same density as 1 kg of wood",1
"3352","4919","Q16","The same density as 1 kg of wood",1
"3353","4920","Q16","Twice the density of 1 kg of wood",0
"3354","4921","Q16","The same density as 1 kg of wood",1
"3355","4922","Q16","The same density as 1 kg of wood",1
"3356","4926","Q16","The same density as 1 kg of wood",1
"3357","4927","Q16","The same density as 1 kg of wood",1
"3358","8291","Q16","The same density as 1 kg of wood",1
"3359","?","Q16","Twice the density of 1 kg of wood",0
"3360","4272A","Q16","The same density as 1 kg of wood",1
"3361","4279F","Q16","Half the density of 1 kg of wood",0
"3362","4281F","Q16","Twice the density of 1 kg of wood",0
"3363","4293F","Q16","Twice the density of 1 kg of wood",0
"3364","4294F","Q16","The same density as 1 kg of wood",1
"3365","4310R","Q16","Twice the density of 1 kg of wood",0
"3366","4368F","Q16","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"3367","4381R","Q16","The same density as 1 kg of wood",1
"3368","4408F","Q16","Twice the density of 1 kg of wood",0
"3369","4419C","Q16","Twice the density of 1 kg of wood",0
"3370","4538F","Q16","Twice the density of 1 kg of wood",0
"3371","4571A","Q16","The same density as 1 kg of wood",1
"3372","459l","Q16","The same density as 1 kg of wood",1
"3373","4739B","Q16","Twice the density of 1 kg of wood",0
"3374","4755B","Q16","Twice the density of 1 kg of wood",0
"3375","4756B","Q16","The same density as 1 kg of wood",1
"3376","4760F","Q16","Twice the density of 1 kg of wood",0
"3377","4765F","Q16","Twice the density of 1 kg of wood",0
"3378","effe","Q16","The same density as 1 kg of wood",1
"3379","2919","Q17","it has twice the mass of the original block",0
"3380","4022","Q17","it has the same mass as the original block",0
"3381","4219","Q17","it has half the mass of the original block",1
"3382","4224","Q17","it has the same mass as the original block",0
"3383","4229","Q17","it has half the mass of the original block",1
