"","ID","Question","Response.x","PreValue","Response.y","PostValue"
"2484","4771","Q15","Because what determines if an object will sink or float is the weight of the object",0,"Because what determines if an object will sink or float is the volume (how big it is)",0
"2485","4697","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2486","4723","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2487","4716","Q15","Because what determines if an object will sink or float is the weight of the object",0,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2488","4730","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2489","4725","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2490","4720","Q15","Because what determines if an object will sink or float is the weight of the object",0,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2491","4606","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2492","4727","Q15","Because what determines if an object will sink or float is the weight of the object",0,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2493","4722","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2494","4737","Q15","Because what determines if an object will sink or float is the volume (how big it is)",0,"Because what determines if an object will sink or float is the volume (how big it is)",0
"2495","4768","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2496","4762","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the weight of the object",0
"2497","4764","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2498","4758","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the volume (how big it is)",0
"2499","4761","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2500","4756B","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2501","4710","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2502","4746","Q15","Because what determines if an object will sink or float is the volume (how big it is)",0,"Because what determines if an object will sink or float is the volume (how big it is)",0
"2503","4739","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2504","4754","Q15","Because what determines if an object will sink or float is the weight of the object",0,"Because what determines if an object will sink or float is the weight of the object",0
"2505","4755","Q15","Because what determines if an object will sink or float is the weight of the object",0,"Because what determines if an object will sink or float is the volume (how big it is)",0
"2506","4753","Q15","Because what determines if an object will sink or float is the weight of the object",0,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2507","4760","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2508","4767","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2509","4778","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the weight of the object",0
"2510","4777","Q15","Because what determines if an object will sink or float is the volume (how big it is)",0,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2511","4763","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2512","4768","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2513","4765","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2514","4764","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2515","4770","Q15","Because what determines if an object will sink or float is the weight of the object",0,"Because what determines if an object will sink or float is the weight of the object",0
"2516","4775","Q15","Because what determines if an object will sink or float is the weight of the object",0,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2517","4771","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the volume (how big it is)",0
"2518","4740","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2519","4824","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2520","4816","Q15","Because what determines if an object will sink or float is the volume (how big it is)",0,"Because what determines if an object will sink or float is the volume (how big it is)",0
"2521","4817","Q15","Because what determines if an object will sink or float is the volume (how big it is)",0,"Because what determines if an object will sink or float is the weight of the object",0
"2522","4824","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2523","4815","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the volume (how big it is)",0
"2524","4819","Q15","Because what determines if an object will sink or float is the volume (how big it is)",0,"Because what determines if an object will sink or float is the volume (how big it is)",0
"2525","4822","Q15","Because what determines if an object will sink or float is the weight of the object",0,"Because what determines if an object will sink or float is the weight of the object",0
"2526","4821","Q15","Because what determines if an object will sink or float is the weight of the object",0,"Because what determines if an object will sink or float is the volume (how big it is)",0
"2527","4781","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2528","4789","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2529","4782","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2530","4786","Q15","Because what determines if an object will sink or float is the weight of the object",0,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2531","4783","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2532","4785","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2533","4780","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2534","4784","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2535","4779","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2536","4756","Q15","Because what determines if an object will sink or float is the weight of the object",0,"Because what determines if an object will sink or float is the volume (how big it is)",0
"2537","4795","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2538","4799","Q15","Because what determines if an object will sink or float is the volume (how big it is)",0,"Because what determines if an object will sink or float is the weight of the object",0
"2539","4806","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2540","4807","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2541","4803","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2542","4802","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2543","4813","Q15","Because what determines if an object will sink or float is the volume (how big it is)",0,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2544","4801","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2545","4836","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2546","4832","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the weight of the object",0
"2547","4838","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2548","4833","Q15","Because what determines if an object will sink or float is the weight of the object",0,"Because what determines if an object will sink or float is the weight of the object",0
"2549","4828","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2550","4831","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2551","4826","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2552","4829","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the weight of the object",0
"2553","4830","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2554","4846","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2555","4855","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2556","4845","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2557","4848","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2558","4874","Q15","Because what determines if an object will sink or float is the volume (how big it is)",0,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2559","4863","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2560","4860","Q15","Because what determines if an object will sink or float is the weight of the object",0,"Because what determines if an object will sink or float is the weight of the object",0
"2561","4869","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2562","4862","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2563","4870","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2564","4868","Q15","Because what determines if an object will sink or float is the volume (how big it is)",0,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2565","4861","Q15","Because what determines if an object will sink or float is the volume (how big it is)",0,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2566","4899","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2567","4898","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2568","4879","Q15","Because what determines if an object will sink or float is the weight of the object",0,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2569","4919","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2570","4879","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2571","4913","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2572","4897","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2573","4911","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2574","4904","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2575","4884","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2576","4898","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2577","4908","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2578","4922","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2579","4906","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2580","4899","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2581","4885","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2582","4921","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2583","4902","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2584","4909","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2585","4912","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2586","4886","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2587","4907","Q15","Because what determines if an object will sink or float is the volume (how big it is)",0,"Because what determines if an object will sink or float is the volume (how big it is)",0
"2588","4896","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2589","4927","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2590","4887","Q15","Because what determines if an object will sink or float is the density of the object compared to the density of water.",1,"Because what determines if an object will sink or float is the density of the object compared to the density of water.",1
"2591","4232","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2592","4230","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2593","4219","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2594","4229","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2595","4236","Q16","Half the density of 1 kg of wood",0,"Half the density of 1 kg of wood",0
"2596","4254","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2597","4267","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2598","4261","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2599","4246","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2600","4251","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2601","4241","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2602","4247","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2603","4244","Q16","Half the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2604","4257","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2605","4259","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2606","4242","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2607","4276","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2608","4272","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2609","4284","Q16","Twice the density of 1 kg of wood",0,"Half the density of 1 kg of wood",0
"2610","4294F","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2611","4287","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2612","4275","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2613","4273","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2614","4289","Q16","Half the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2615","4277","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2616","4286","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2617","4285","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2618","4293F","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2619","4243","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2620","4271","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2621","4264","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2622","4268","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2623","4258","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2624","4249","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2625","4240","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2626","4260","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2627","4269","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2628","4248","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2629","4290","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2630","4283","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2631","4288","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2632","4321","Q16","Half the density of 1 kg of wood",0,"Half the density of 1 kg of wood",0
"2633","4300","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2634","4304","Q16","The same density as 1 kg of wood",1,"Twice the density of 1 kg of wood",0
"2635","4322","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2636","4313","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2637","4315","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2638","4319","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2639","4318","Q16","Half the density of 1 kg of wood",0,"Half the density of 1 kg of wood",0
"2640","4301","Q16","Half the density of 1 kg of wood",0,"Half the density of 1 kg of wood",0
"2641","4294","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2642","4299","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2643","4309","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2644","4302","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2645","4291","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2646","4293","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2647","4327","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2648","4343","Q16","Twice the density of 1 kg of wood",0,"Half the density of 1 kg of wood",0
"2649","4328","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2650","4324","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2651","4348","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2652","4347","Q16","Half the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2653","4339","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2654","4353","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2655","4367","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2656","4357","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2657","4373","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2658","4359","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2659","4362","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2660","4363","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2661","4356","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2662","4364","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2663","4355","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2664","4342","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2665","4391","Q16","Half the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2666","4390","Q16","Half the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2667","4384","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2668","4380","Q16","Half the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2669","4394","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2670","4383","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2671","4382","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2672","4379","Q16","Half the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2673","4376","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2674","4404","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2675","4410","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2676","4411","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2677","4406","Q16","Twice the density of 1 kg of wood",0,"Half the density of 1 kg of wood",0
"2678","4400","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2679","4396","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2680","4407","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2681","4413","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2682","4397","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2683","4429","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2684","4428","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2685","4433","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2686","4423","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2687","4436","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2688","4430","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2689","4431","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2690","4437","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2691","4426","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2692","4440","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2693","4432","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2694","4449","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2695","4435","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2696","4448","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2697","4455","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2698","4451","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2699","4447","Q16","Half the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2700","4459","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2701","4457","Q16","Half the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2702","4456","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2703","4454","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2704","4458","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2705","4460","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2706","4450","Q16","Half the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2707","4453","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2708","4452","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2709","4408","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2710","4465","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2711","4467","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2712","4507","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2713","4518","Q16","Twice the density of 1 kg of wood",0,"Half the density of 1 kg of wood",0
"2714","4503","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2715","4479","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2716","4524","Q16","Twice the density of 1 kg of wood",0,"Half the density of 1 kg of wood",0
"2717","4485","Q16","Half the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2718","4476","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2719","4482","Q16","Twice the density of 1 kg of wood",0,"Half the density of 1 kg of wood",0
"2720","4498","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2721","4500","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2722","4492","Q16","Half the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2723","4461","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2724","4514","Q16","Half the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2725","4517","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2726","4515","Q16","Half the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2727","4488","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2728","4478","Q16","Twice the density of 1 kg of wood",0,"Half the density of 1 kg of wood",0
"2729","4502","Q16","Twice the density of 1 kg of wood",0,"Half the density of 1 kg of wood",0
"2730","4509","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2731","4501","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2732","4499","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2733","4505","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2734","4495","Q16","Twice the density of 1 kg of wood",0,"Twice the density of 1 kg of wood",0
"2735","4344","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2736","4279","Q16","The same density as 1 kg of wood",1,"The same density as 1 kg of wood",1
"2737","4341","Q16","Half the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2738","4279","Q16","Half the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
"2739","4281","Q16","Twice the density of 1 kg of wood",0,"The same density as 1 kg of wood",1
